
2 Mio;89;119;108;89;89;83;85;85;88;88
4 Mio;183;162;168;174;160;162;160;163;168;174
6 Mio;273;238;232;253;251;255;251;245;241;251
8 Mio;336;327;309;332;321;313;310;331;313;311
