
2 Mio;2304;2209;2164;2164;2070;2170;2222;2286;2269;2185
4 Mio;3537;3055;3387;3440;3089;3582;3176;3145;3738;3082
6 Mio;4197;3659;3756;3721;4262;3777;4434;4114;4418;3759
8 Mio;4860;4505;4808;4146;4784;4222;4256;4528;4342;4767
