
2 Mio;3633;3682;3658;3632;3640;3636;3654;3641;3652;3639
4 Mio;7410;7425;7479;7462;7512;7508;7433;7503;7442;7509
6 Mio;11096;11158;11132;11072;11112;11807;11316;11428;11300;11251
8 Mio;14979;14928;14908;15062;15154;15260;15193;15133;14964;15032
