
2 Mio;98;117;95;95;91;91;93;92;93;90
4 Mio;204;183;191;177;182;176;173;183;178;177
6 Mio;286;259;269;257;256;259;264;264;250;259
8 Mio;384;338;350;364;344;367;352;340;345;332
