
2 Mio;2096;2052;2083;2106;2041;2132;1976;2101;2091;2029
4 Mio;3070;3258;2897;3417;3050;3415;2992;3582;2892;2955
6 Mio;3691;4102;4306;3597;3623;3707;3651;4021;4283;3524
8 Mio;4519;4613;4236;4620;4114;4173;4632;4035;4476;4199
