
2 Mio;231;174;159;150;146;135;131;114;127;117
4 Mio;428;300;277;331;248;217;221;231;218;217
6 Mio;546;448;335;363;320;334;342;324;330;336
8 Mio;642;534;454;440;436;431;435;431;445;432
10 Mio;802;600;547;546;552;536;526;533;533;536
