
2 Mio;3591;3944;3541;3935;3814;3618;3568;3489;3547;3560
4 Mio;4991;4407;4700;4318;4615;4229;4753;4306;4854;4318
6 Mio;5581;5166;5071;5602;5007;5032;5434;4935;5719;5395
8 Mio;5679;6162;6092;5516;5777;5513;6143;5463;6100;5456
10 Mio;6636;6293;6464;6364;6609;5986;6671;6246;6162;5869
