
2 Mio;81;72;90;73;77;75;77;74;76;76
4 Mio;173;153;142;154;137;167;149;140;143;142
6 Mio;227;208;232;219;218;216;224;205;210;210
8 Mio;304;282;320;289;265;284;285;286;297;280
10 Mio;345;333;340;351;330;340;337;327;332;346
