
2 Mio;101;85;86;85;87;90;90;92;85;82
4 Mio;220;171;163;168;164;165;173;165;163;165
6 Mio;362;248;248;229;250;232;233;233;248;234
8 Mio;380;304;320;320;306;330;322;308;306;321
10 Mio;386;386;378;371;385;393;374;386;368;400
