
2 Mio;113;126;115;117;115;112;112;136;113;122
4 Mio;220;235;224;222;220;224;227;235;217;227
6 Mio;343;330;335;338;325;344;323;328;351;330
8 Mio;480;436;439;441;432;447;447;452;428;443
10 Mio;527;529;522;533;527;539;535;537;526;532
