
2 Mio;2105;2111;2118;2493;2134;2608;2119;2668;2166;2196
4 Mio;3136;3692;3052;3040;3061;3473;3113;3166;3086;3835
6 Mio;4347;3684;3664;4323;3659;3674;3726;4072;3797;3665
8 Mio;4823;4123;4277;4095;4661;4341;4289;4149;4186;4202
10 Mio;5148;4585;4594;4754;5261;4597;4627;4710;5337;5805
